id,a,b,a_times_b,template_a,template_b,digits_a,digits_b,nonzero_a,nonzero_b,digit_total,nonzero_total,complexity_c,stratum_id,split
mm_02683,80200090,209007300,16762404270657000,D0D000D0,D0D00DD00,8,9,3,4,17,7,119,d17_nz7,test
mm_02684,24186311,684060080,16544889837564880,DDDDDDDD,DDD0D00D0,8,9,8,5,17,13,221,d17_nz13,train
mm_02685,5,928947,4644735,D,DDDDDD,1,6,1,6,7,7,49,d7_nz7,train
mm_02686,661803767,40967106,27112185073888302,DDDD0DDDD,D0DDDD0D,9,8,8,6,17,14,238,d17_nz14,train
mm_02687,9014009,814987596,7346305525232364,D0DD00D,DDDDDDDDD,7,9,4,9,16,13,208,d16_nz13,train
mm_02688,1000,2060750,2060750000,D000,D0D0DD0,4,7,1,4,11,5,55,d11_nz5,test
mm_02689,80980026,1000007,80980592860182,D0DD00DD,D00000D,8,7,5,2,15,7,105,d15_nz7,train
mm_02690,431688990,989852,427308210129480,DDDDDDDD0,DDDDDD,9,6,8,6,15,14,210,d15_nz14,train
mm_02691,82884496,255162911,21149049276127856,DDDDDDDD,DDDDDDDDD,8,9,8,9,17,17,289,d17_nz17,train
mm_02692,832832864,80857925,67341137254847200,DDDDDDDDD,D0DDDDDD,9,8,9,7,17,16,272,d17_nz16,train
mm_02693,207021883,40200470,8322376996885010,D0D0DDDDD,D0D00DD0,9,8,7,4,17,11,187,d17_nz11,train
mm_02694,785720440,50242462,39476529349323280,DDDDD0DD0,D0DDDDDD,9,8,7,7,17,14,238,d17_nz14,train
mm_02695,8215443,69510,571055442930,DDDDDDD,DDDD0,7,5,7,4,12,11,132,d12_nz11,train
mm_02696,784299409,227070510,178091266794328590,DDDDDDD0D,DDD0D0DD0,9,9,8,6,18,14,252,d18_nz14,train
mm_02697,800000003,500000000,400000001500000000,D0000000D,D00000000,9,9,2,1,18,3,54,d18_nz3,train
mm_02698,19476656,789648232,15379706975672192,DDDDDDDD,DDDDDDDDD,8,9,8,9,17,17,289,d17_nz17,train
mm_02699,502,89125361,44740931222,D0D,DDDDDDDD,3,8,2,8,11,10,110,d11_nz10,test
mm_02700,2499871,364763861,911862597961931,DDDDDDD,DDDDDDDDD,7,9,7,9,16,16,256,d16_nz16,train
mm_02701,70767385,770015060,54491952206818100,D0DDDDDD,DD00DD0D0,8,9,7,5,17,12,204,d17_nz12,test
mm_02702,122074310,372600792,45484984588853520,DDD0DDDD0,DDDD00DDD,9,9,7,7,18,14,252,d18_nz14,val
mm_02703,40517899,39680,1607750232320,D0DDDDDD,DDDD0,8,5,7,4,13,11,143,d13_nz11,train
mm_02704,372313003,920073010,342555145332349030,DDDDDD00D,DD00DD0D0,9,9,7,5,18,12,216,d18_nz12,train
mm_02705,61067,4135,252512045,DD0DD,DDDD,5,4,4,4,9,8,72,d9_nz8,train
mm_02706,830493266,820004800,681008464487676800,DD0DDDDDD,DD000DD00,9,9,8,4,18,12,216,d18_nz12,train
mm_02707,751008,300000000,225302400000000,DDD00D,D00000000,6,9,4,1,15,5,75,d15_nz5,train
mm_02708,8174474,569195523,4652874003679902,DDDDDDD,DDDDDDDDD,7,9,7,9,16,16,256,d16_nz16,train
mm_02709,557265,311229558,173437339638870,DDDDDD,DDDDDDDDD,6,9,6,9,15,15,225,d15_nz15,train
mm_02710,947269929,9170034,8686497456107586,DDDDDDDDD,DDD00DD,9,7,9,5,16,14,224,d16_nz14,train
mm_02711,553278643,180003864,99592293608676552,DDDDDDDDD,DD000DDDD,9,9,9,6,18,15,270,d18_nz15,train
mm_02712,245327381,598957,146940552141617,DDDDDDDDD,DDDDDD,9,6,9,6,15,15,225,d15_nz15,train
mm_02713,547060512,83622560,45746600488350720,DDD0D0DDD,DDDDDDD0,9,8,7,7,17,14,238,d17_nz14,train
mm_02714,68462,749621125,51320561459750,DDDDD,DDDDDDDDD,5,9,5,9,14,14,196,d14_nz14,train
mm_02715,807210386,158,127539240988,D0DDD0DDD,DDD,9,3,7,3,12,10,120,d12_nz10,val
mm_02716,900000000,10001,9000900000000,D00000000,D000D,9,5,1,2,14,3,42,d14_nz3,train
mm_02717,139600560,212795231,29706333412929360,DDDD00DD0,DDDDDDDDD,9,9,6,9,18,15,270,d18_nz15,train
mm_02718,146376000,908000060,132909416782560000,DDDDDD000,D0D0000D0,9,9,6,3,18,9,162,d18_nz9,train
mm_02719,600005062,900004007,540006960020283434,D0000D0DD,D0000D00D,9,9,4,3,18,7,126,d18_nz7,train
mm_02720,90000000,816249893,73462490370000000,D0000000,DDDDDDDDD,8,9,1,9,17,10,170,d17_nz10,train
mm_02721,561315,794900,446189293500,DDDDDD,DDDD00,6,6,6,4,12,10,120,d12_nz10,train
mm_02722,962442,660504330,635697108373860,DDDDDD,DD0D0DDD0,6,9,6,6,15,12,180,d15_nz12,train
mm_02723,992756366,12795,12702317702970,DDDDDDDDD,DDDDD,9,5,9,5,14,14,196,d14_nz14,val
mm_02724,754896698,146,110214917908,DDDDDDDDD,DDD,9,3,9,3,12,12,144,d12_nz12,test
mm_02725,287898481,245858666,70782336482086346,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,test
mm_02726,842556,8238410,6941321775960,DDDDDD,DDDDDD0,6,7,6,6,13,12,156,d13_nz12,test
mm_02727,894885475,920001800,823296247793855000,DDDDDDDDD,DD000DD00,9,9,9,4,18,13,234,d18_nz13,test
mm_02728,800000,333530025,266824020000000,D00000,DDDDD00DD,6,9,1,7,15,8,120,d15_nz8,train
mm_02729,57209,998079090,57099106659810,DDD0D,DDD0DD0D0,5,9,4,6,14,10,140,d14_nz10,train
mm_02730,80000040,550000007,44000022560000280,D00000D0,DD000000D,8,9,2,3,17,5,85,d17_nz5,test
mm_02731,976770078,110044080,107487764605038240,DDDDD00DD,DD00DD0D0,9,9,7,5,18,12,216,d18_nz12,train
mm_02732,308701156,980539706,302693740746100136,D0DD0DDDD,DD0DDDD0D,9,9,7,7,18,14,252,d18_nz14,train
mm_02733,201367473,919371161,185131447439646153,D0DDDDDDD,DDDDDDDDD,9,9,8,9,18,17,306,d18_nz17,val
mm_02734,45080083,7000400,315578613033200,DD0D00DD,D000D00,8,7,5,2,15,7,105,d15_nz7,train
mm_02735,10000000,500000000,5000000000000000,D0000000,D00000000,8,9,1,1,17,2,34,d17_nz2,test
mm_02736,600000000,90004000,54002400000000000,D00000000,D000D000,9,8,1,2,17,3,51,d17_nz3,train
mm_02737,65374490,800000000,52299592000000000,DDDDDDD0,D00000000,8,9,7,1,17,8,136,d17_nz8,train
mm_02738,400000005,8000,3200000040000,D0000000D,D000,9,4,2,1,13,3,39,d13_nz3,train
mm_02739,120680008,26079082,3147223824392656,DD0DD000D,DD0DD0DD,9,8,5,6,17,11,187,d17_nz11,train
mm_02740,623449722,4477747,2791650122336334,DDDDDDDDD,DDDDDDD,9,7,9,7,16,16,256,d16_nz16,val
mm_02741,400000000,812030,324812000000000,D00000000,DDD0D0,9,6,1,4,15,5,75,d15_nz5,train
mm_02742,71315377,3714263,264884066122151,DDDDDDDD,DDDDDDD,8,7,8,7,15,15,225,d15_nz15,train
mm_02743,990240030,700000000,693168021000000000,DD0DD00D0,D00000000,9,9,5,1,18,6,108,d18_nz6,val
mm_02744,3767450,40000000,150698000000000,DDDDDD0,D0000000,7,8,6,1,15,7,105,d15_nz7,val
mm_02745,100000,3838709,383870900000,D00000,DDDDD0D,6,7,1,6,13,7,91,d13_nz7,train
mm_02746,404418734,80030070,32365659591331380,D0DDDDDDD,D00D00D0,9,8,8,3,17,11,187,d17_nz11,train
mm_02747,205256000,698449,143360847944000,D0DDDD000,DDDDDD,9,6,5,6,15,11,165,d15_nz11,test
mm_02748,111044845,415043183,46088405924541635,DDD0DDDDD,DDD0DDDDD,9,9,8,8,18,16,288,d18_nz16,test
mm_02749,9882756,900000003,8894480429648268,DDDDDDD,D0000000D,7,9,7,2,16,9,144,d16_nz9,train
mm_02750,55494724,600580000,33329021339920000,DDDDDDDD,D00DD0000,8,9,8,3,17,11,187,d17_nz11,train
mm_02751,8,13273613,106188904,D,DDDDDDDD,1,8,1,8,9,9,81,d9_nz9,val
mm_02752,591793961,13264441,7849816079840801,DDDDDDDDD,DDDDDDDD,9,8,9,8,17,17,289,d17_nz17,train
mm_02753,340215914,8197423,2788893758389622,DD0DDDDDD,DDDDDDD,9,7,8,7,16,15,240,d16_nz15,test
mm_02754,507363,3002751,1523484755613,D0DDDD,D00DDDD,6,7,5,5,13,10,130,d13_nz10,train
mm_02755,29080,892392143,25950763518440,DD0D0,DDDDDDDDD,5,9,3,9,14,12,168,d14_nz12,train
mm_02756,42637895,700090000,29850363910550000,DDDDDDDD,D000D0000,8,9,8,2,17,10,170,d17_nz10,val
mm_02757,50046540,8308838,415828593320520,D00DDDD0,DD0DDDD,8,7,5,6,15,11,165,d15_nz11,train
mm_02758,46939397,600,28163638200,DDDDDDDD,D00,8,3,8,1,11,9,99,d11_nz9,train
mm_02759,976761482,966635067,944171900596089294,DDDDDDDDD,DDDDDD0DD,9,9,9,8,18,17,306,d18_nz17,train
mm_02760,45000062,25734751,1158065390554562,DD0000DD,DDDDDDDD,8,8,4,8,16,12,192,d16_nz12,val
mm_02761,584857177,87148667,50969523360933059,DDDDDDDDD,DDDDDDDD,9,8,9,8,17,17,289,d17_nz17,test
mm_02762,686967,7409821,5090302502907,DDDDDD,DD0DDDD,6,7,6,6,13,12,156,d13_nz12,train
mm_02763,300000000,953,285900000000,D00000000,DDD,9,3,1,3,12,4,48,d12_nz4,train
mm_02764,998647063,400000000,399458825200000000,DDDDDD0DD,D00000000,9,9,8,1,18,9,162,d18_nz9,test
mm_02765,91040,941199405,85686793831200,DD0D0,DDDDDDD0D,5,9,3,8,14,11,154,d14_nz11,train
mm_02766,93232311,504,46989084744,DDDDDDDD,D0D,8,3,8,2,11,10,110,d11_nz10,test
mm_02767,700000072,90020000,63014006481440000,D000000DD,D00D0000,9,8,3,2,17,5,85,d17_nz5,train
mm_02768,400000000,520092082,208036832800000000,D00000000,DD00DD0DD,9,9,1,6,18,7,126,d18_nz7,test
mm_02769,60000000,53540486,3212429160000000,D0000000,DDDD0DDD,8,8,1,7,16,8,128,d16_nz8,test
mm_02770,503455630,392063029,197386339264903270,D0DDDDDD0,DDD0DD0DD,9,9,7,7,18,14,252,d18_nz14,train
mm_02771,980042440,800910,784925790620400,DD00DDDD0,D00DD0,9,6,6,3,15,9,135,d15_nz9,test
mm_02772,70000000,900080,63005600000000,D0000000,D000D0,8,6,1,2,14,3,42,d14_nz3,train
mm_02773,870472208,730012058,635455207993884064,DD0DDDD0D,DD00DD0DD,9,9,7,6,18,13,234,d18_nz13,train
mm_02774,117864100,530255630,62498102599883000,DDDDDDD00,DD0DDDDD0,9,9,7,7,18,14,252,d18_nz14,train
mm_02775,393836169,918891,361892511168579,DDDDDDDDD,DDDDDD,9,6,9,6,15,15,225,d15_nz15,train
mm_02776,30,70895,2126850,D0,D0DDD,2,5,1,4,7,5,35,d7_nz5,train
mm_02777,16575048,600,9945028800,DDDDD0DD,D00,8,3,7,1,11,8,88,d11_nz8,train
mm_02778,508040000,717509,364523272360000,D0D0D0000,DDDD0D,9,6,3,5,15,8,120,d15_nz8,train
mm_02779,889295711,16093080,14311507020779880,DDDDDDDDD,DD0DD0D0,9,8,9,5,17,14,238,d17_nz14,train
mm_02780,31977575,87,2782049025,DDDDDDDD,DD,8,2,8,2,10,10,100,d10_nz10,train
mm_02781,612638962,319536284,195760377351097208,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,test
mm_02782,100000000,49758037,4975803700000000,D00000000,DDDDD0DD,9,8,1,7,17,8,136,d17_nz8,train
mm_02783,5000,10,50000,D000,D0,4,2,1,1,6,2,12,d6_nz2,train
mm_02784,633305446,363123566,229968131918740436,DDDD0DDDD,DDDDDDDDD,9,9,8,9,18,17,306,d18_nz17,val
mm_02785,81700050,90073000,7358968603650000,DDD000D0,D00DD000,8,8,4,3,16,7,112,d16_nz7,test
mm_02786,400,294639,117855600,D00,DDDDDD,3,6,1,6,9,7,63,d9_nz7,train
mm_02787,3852,714654232,2752848101664,DDDD,DDDDDDDDD,4,9,4,9,13,13,169,d13_nz13,train
mm_02788,11,5195576,57151336,DD,DDDDDDD,2,7,2,7,9,9,81,d9_nz9,train
mm_02789,287595187,753525464,216710296728341768,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_02790,59498669,208020007,12376913541870683,DDDDDDDD,D0D0D000D,8,9,8,4,17,12,204,d17_nz12,val
mm_02791,928199544,5805397,5388566848138968,DDDDDDDDD,DD0DDDD,9,7,9,6,16,15,240,d16_nz15,train
mm_02792,380016085,10076015,3829047772701275,DD00DD0DD,D00DD0DD,9,8,6,5,17,11,187,d17_nz11,test
mm_02793,929532723,134766759,125270112463154757,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_02794,300003,805650368,241697527351104,D0000D,D0DDD0DDD,6,9,2,7,15,9,135,d15_nz9,val
mm_02795,783069735,57,44634974895,DDD0DDDDD,DD,9,2,8,2,11,10,110,d11_nz10,train
mm_02796,262836972,970758467,255151216009641924,DDDDDDDDD,DD0DDDDDD,9,9,9,8,18,17,306,d18_nz17,train
mm_02797,543010470,95559,51889537502730,DDD0D0DD0,DDDDD,9,5,6,5,14,11,154,d14_nz11,train
mm_02798,742700995,519860000,386100539260700000,DDDD00DDD,DDDDD0000,9,9,7,5,18,12,216,d18_nz12,val
mm_02799,152185792,734105070,111720361489165440,DDDDDDDDD,DDDD0D0D0,9,9,9,6,18,15,270,d18_nz15,test
mm_02800,40000,89,3560000,D0000,DD,5,2,1,2,7,3,21,d7_nz3,train
mm_02801,682498,55678992,38000800682016,DDDDDD,DDDDDDDD,6,8,6,8,14,14,196,d14_nz14,train
mm_02802,460678265,246494152,113554498276006280,DD0DDDDDD,DDDDDDDDD,9,9,8,9,18,17,306,d18_nz17,train
mm_02803,41403271,1559763,64579290184773,DDD0DDDD,DDDDDDD,8,7,7,7,15,14,210,d15_nz14,train
mm_02804,27166132,182880302,4968150424331864,DDDDDDDD,DDDDD0D0D,8,9,8,7,17,15,255,d17_nz15,val
mm_02805,200000000,700000030,140000006000000000,D00000000,D000000D0,9,9,1,2,18,3,54,d18_nz3,train
mm_02806,342654824,511090040,175127467704352960,DDDDDDDDD,DDD0D00D0,9,9,9,5,18,14,252,d18_nz14,train
mm_02807,70938415,249670595,17711236281406925,D0DDDDDD,DDDDD0DDD,8,9,7,8,17,15,255,d17_nz15,train
mm_02808,9213525,9126527,84087484677675,DDDDDDD,DDDDDDD,7,7,7,7,14,14,196,d14_nz14,train
mm_02809,5338702,826862495,4414372455781490,DDDDD0D,DDDDDDDDD,7,9,6,9,16,15,240,d16_nz15,train
mm_02810,105000009,870000700,91350081330006300,D0D00000D,DD0000D00,9,9,3,3,18,6,108,d18_nz6,train
mm_02811,600001150,352040375,211224629846431250,D0000DDD0,DDD0D0DDD,9,9,4,7,18,11,198,d18_nz11,train
mm_02812,319095393,411472734,131299053764514462,DDD0DDDDD,DDDDDDDDD,9,9,8,9,18,17,306,d18_nz17,test
mm_02813,92679597,393949157,36511049109249729,DDDDDDDD,DDDDDDDDD,8,9,8,9,17,17,289,d17_nz17,train
mm_02814,370080610,6000000,2220483660000000,DD00D0DD0,D000000,9,7,5,1,16,6,96,d16_nz6,train
mm_02815,34,86145,2928930,DD,DDDDD,2,5,2,5,7,7,49,d7_nz7,train
mm_02816,3670577,90000,330351930000,DDD0DDD,D0000,7,5,6,1,12,7,84,d12_nz7,train
mm_02817,204707140,6007703,1229819699099420,D0DD0DDD0,D00DD0D,9,7,6,4,16,10,160,d16_nz10,test
mm_02818,459073947,368939321,169370430294969987,DDD0DDDDD,DDDDDDDDD,9,9,8,9,18,17,306,d18_nz17,train
mm_02819,860391050,394084264,339066573691437200,DD0DDD0D0,DDD0DDDDD,9,9,6,8,18,14,252,d18_nz14,val
mm_02820,97901,8430003,825305723703,DDD0D,DDD000D,5,7,4,4,12,8,96,d12_nz8,train
mm_02821,740098043,13355354,9884271358972222,DD00DD0DD,DDDDDDDD,9,8,6,8,17,14,238,d17_nz14,train
mm_02822,95485664,263377395,25148765444165280,DDDDDDDD,DDDDDDDDD,8,9,8,9,17,17,289,d17_nz17,test
mm_02823,413837188,60010,24834369651880,DDDDDDDDD,D00D0,9,5,9,2,14,11,154,d14_nz11,test
mm_02824,858152,534401471,458597691141592,DDDDDD,DDDD0DDDD,6,9,6,8,15,14,210,d15_nz14,test
mm_02825,310000030,60004060,18601260400121800,DD00000D0,D000D0D0,9,8,3,3,17,6,102,d17_nz6,train
mm_02826,842389487,608102067,512258788263769629,DDDDDDDDD,D0DD0D0DD,9,9,9,6,18,15,270,d18_nz15,train
mm_02827,36340491,100000,3634049100000,DDDD0DDD,D00000,8,6,7,1,14,8,112,d14_nz8,test
mm_02828,200,293970,58794000,D00,DDDDD0,3,6,1,5,9,6,54,d9_nz6,val
mm_02829,280000042,501000849,140280258762035658,DD00000DD,D0D000DDD,9,9,4,5,18,9,162,d18_nz9,test
mm_02830,95311770,681802067,64983761795428590,DDDDDDD0,DDDD0D0DD,8,9,7,7,17,14,238,d17_nz14,val
mm_02831,500000,3707230,1853615000000,D00000,DD0DDD0,6,7,1,5,13,6,78,d13_nz6,train
mm_02832,4981538,54858664,273280519345232,DDDDDDD,DDDDDDDD,7,8,7,8,15,15,225,d15_nz15,train
mm_02833,931515745,358506777,333954707464703865,DDDDDDDDD,DDDD0DDDD,9,9,9,8,18,17,306,d18_nz17,val
mm_02834,997183111,714161949,712150234061643339,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_02835,880060200,620085001,545712129997060200,DD00D0D00,DD00DD00D,9,9,4,5,18,9,162,d18_nz9,val
mm_02836,24,6070030,145680720,DD,D0D00D0,2,7,2,3,9,5,45,d9_nz5,val
mm_02837,400400000,58706020,23505890408000000,D00D00000,DDD0D0D0,9,8,2,5,17,7,119,d17_nz7,train
mm_02838,5389729,400000000,2155891600000000,DDDDDDD,D00000000,7,9,7,1,16,8,128,d16_nz8,train
mm_02839,28813367,710745938,20478983555353246,DDDDDDDD,DD0DDDDDD,8,9,8,8,17,16,272,d17_nz16,train
mm_02840,200000,8082008,1616401600000,D00000,D0DD00D,6,7,1,4,13,5,65,d13_nz5,train
mm_02841,17,87755,1491835,DD,DDDDD,2,5,2,5,7,7,49,d7_nz7,train
mm_02842,38967567,987978282,38499109898379894,DDDDDDDD,DDDDDDDDD,8,9,8,9,17,17,289,d17_nz17,train
mm_02843,700000000,600000090,420000063000000000,D00000000,D000000D0,9,9,1,2,18,3,54,d18_nz3,train
mm_02844,800006000,17910200,14328267461200000,D0000D000,DDDD0D00,9,8,2,5,17,7,119,d17_nz7,train
mm_02845,222355695,96140458,21377378356208310,DDDDDDDDD,DDDD0DDD,9,8,9,7,17,16,272,d17_nz16,train
mm_02846,144990453,40000000,5799618120000000,DDDDD0DDD,D0000000,9,8,8,1,17,9,153,d17_nz9,train
mm_02847,81,492190981,39867469461,DD,DDDDD0DDD,2,9,2,8,11,10,110,d11_nz10,train
mm_02848,7598,228160678,1733564831444,DDDD,DDDDD0DDD,4,9,4,8,13,12,156,d13_nz12,val
mm_02849,5193349,5817699,30213341283951,DDDDDDD,DDDDDDD,7,7,7,7,14,14,196,d14_nz14,train
mm_02850,95869019,457436344,43853973554226536,DDDDD0DD,DDDDDDDDD,8,9,7,9,17,16,272,d17_nz16,train
mm_02851,4586,90000000,412740000000,DDDD,D0000000,4,8,4,1,12,5,60,d12_nz5,test
mm_02852,6691624,171287179,1146189397888696,DDDDDDD,DDDDDDDDD,7,9,7,9,16,16,256,d16_nz16,test
mm_02853,237902616,309001108,73512171940098528,DDDD0DDDD,D0D00DD0D,9,9,8,5,18,13,234,d18_nz13,train
mm_02854,567790014,908629019,515910483418816266,DDDDD00DD,D0DDDD0DD,9,9,7,7,18,14,252,d18_nz14,train
mm_02855,18081123,90000000,1627301070000000,DD0DDDDD,D0000000,8,8,7,1,16,8,128,d16_nz8,train
mm_02856,2640498,3992842,10543091315316,DDD0DDD,DDDDDDD,7,7,6,7,14,13,182,d14_nz13,val
mm_02857,67828895,535555238,36326120005002010,DDDDDDDD,DDDDDDDDD,8,9,8,9,17,17,289,d17_nz17,train
mm_02858,54812481,100000052,5481250950249012,DDDDDDDD,D000000DD,8,9,8,3,17,11,187,d17_nz11,train
mm_02859,417577422,47440,19809872899680,DDDDDDDDD,DDDD0,9,5,9,4,14,13,182,d14_nz13,train
mm_02860,67750070,17241300,1168099281891000,DDDD00D0,DDDDDD00,8,8,5,6,16,11,176,d16_nz11,train
mm_02861,9046,22134,200224164,D0DD,DDDDD,4,5,3,5,9,8,72,d9_nz8,val
mm_02862,773437566,276139759,213576863076786594,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,val
mm_02863,409089520,30250200,12375039797904000,D0D0DDDD0,D0DD0D00,9,8,6,4,17,10,170,d17_nz10,train
mm_02864,44196992,800605594,35384359033173248,DDDDDDDD,D00D0DDDD,8,9,8,6,17,14,238,d17_nz14,train
mm_02865,985204751,814846513,802790655943383263,DDDD0DDDD,DDDDDDDDD,9,9,8,9,18,17,306,d18_nz17,test
mm_02866,9112083,799598904,7286011579957032,DDDD0DD,DDDDDDD0D,7,9,6,8,16,14,224,d16_nz14,train
mm_02867,551008550,900000,495907695000000,DDD00DDD0,D00000,9,6,6,1,15,7,105,d15_nz7,train
mm_02868,952795860,700000,666957102000000,DDDDDDDD0,D00000,9,6,8,1,15,9,135,d15_nz9,val
mm_02869,900000080,700000000,630000056000000000,D000000D0,D00000000,9,9,2,1,18,3,54,d18_nz3,train
mm_02870,86,21738215,1869486490,DD,DDDDDDDD,2,8,2,8,10,10,100,d10_nz10,train
mm_02871,7751459,12315263,95461256218717,DDDDDDD,DDDDDDDD,7,8,7,8,15,15,225,d15_nz15,train
mm_02872,95876863,63534388,6091477814064844,DDDDDDDD,DDDDDDDD,8,8,8,8,16,16,256,d16_nz16,test
mm_02873,7244781,9987221,72355228943601,DDDDDDD,DDDDDDD,7,7,7,7,14,14,196,d14_nz14,val
mm_02874,541331536,132869000,71926179856784000,DDDDDDDDD,DDDDDD000,9,9,9,6,18,15,270,d18_nz15,train
mm_02875,956846183,397999477,380824280403446291,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_02876,50500613,20230919,1021673811053347,D0D00DDD,D0DD0DDD,8,8,5,6,16,11,176,d16_nz11,train
mm_02877,40000000,106005009,4240200360000000,D0000000,D0D00D00D,8,9,1,4,17,5,85,d17_nz5,test
mm_02878,3060960,106028334,324548489240640,D0D0DD0,D0D0DDDDD,7,9,4,7,16,11,176,d16_nz11,train
mm_02879,7450893,207,1542334851,DDD0DDD,D0D,7,3,6,2,10,8,80,d10_nz8,train
mm_02880,501294735,7599165,3809421404896275,D0DDDDDDD,DDDDDDD,9,7,8,7,16,15,240,d16_nz15,train
mm_02881,164829768,394194933,64975059353165544,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_02882,51581388,356620830,18394997401112040,DDDDDDDD,DDDDD0DD0,8,9,8,7,17,15,255,d17_nz15,train
mm_02883,900000000,70000000,63000000000000000,D00000000,D0000000,9,8,1,1,17,2,34,d17_nz2,val
mm_02884,697,8001001,5576697697,DDD,D00D00D,3,7,3,3,10,6,60,d10_nz6,train
mm_02885,743036,50,37151800,DDD0DD,D0,6,2,5,1,8,6,48,d8_nz6,train
mm_02886,898950774,5553688,4992492126154512,DDDDD0DDD,DDDDDDD,9,7,8,7,16,15,240,d16_nz15,train
mm_02887,942941558,228519389,215480428696868062,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_02888,300070000,70000000,21004900000000000,D000D0000,D0000000,9,8,2,1,17,3,51,d17_nz3,train
mm_02889,93572186,62583343,5856060211697798,DDDDDDDD,DDDDDDDD,8,8,8,8,16,16,256,d16_nz16,train
mm_02890,940276286,625816829,588440723688417094,DD0DDDDDD,DDDDDDDDD,9,9,8,9,18,17,306,d18_nz17,train
mm_02891,10000000,900000000,9000000000000000,D0000000,D00000000,8,9,1,1,17,2,34,d17_nz2,train
mm_02892,446598,569812,254476899576,DDDDDD,DDDDDD,6,6,6,6,12,12,144,d12_nz12,val
mm_02893,500070850,2362213,1181273862791050,D000D0DD0,DDDDDDD,9,7,4,7,16,11,176,d16_nz11,train
mm_02894,200,808800100,161760020000,D00,D0DD00D00,3,9,1,4,12,5,60,d12_nz5,train
mm_02895,5106,68204345,348251385570,DD0D,DDD0DDDD,4,8,3,7,12,10,120,d12_nz10,train
mm_02896,972816318,80321225,78137798361749550,DDDDDDDDD,D0DDDDDD,9,8,9,7,17,16,272,d17_nz16,val
mm_02897,83486862,7138200,595945918328400,DDDDDDDD,DDDDD00,8,7,8,5,15,13,195,d15_nz13,train
mm_02898,787449831,830090,653654230214790,DDDDDDDDD,DD00D0,9,6,9,3,15,12,180,d15_nz12,val
mm_02899,2556651,771114296,1971470135982696,DDDDDDD,DDDDDDDDD,7,9,7,9,16,16,256,d16_nz16,test
mm_02900,586200700,91006000,53347780904200000,DDDD00D00,DD00D000,9,8,5,3,17,8,136,d17_nz8,train
mm_02901,769134948,701900015,539855831538224220,DDDDDDDDD,D0DD000DD,9,9,9,5,18,14,252,d18_nz14,val
mm_02902,300000000,10010000,3003000000000000,D00000000,D00D0000,9,8,1,2,17,3,51,d17_nz3,val
mm_02903,747935198,207000008,154822591969481584,DDDDDDDDD,D0D00000D,9,9,9,3,18,12,216,d18_nz12,train
mm_02904,787194040,29204,22989214744160,DDDDDD0D0,DDD0D,9,5,7,4,14,11,154,d14_nz11,train
mm_02905,3070600,556902740,1710025553444000,D0D0D00,DDDD0DDD0,7,9,3,7,16,10,160,d16_nz10,val
mm_02906,30304000,8002,242492608000,D0D0D000,D00D,8,4,3,2,12,5,60,d12_nz5,train
mm_02907,50100003,302570035,15158759661210105,D0D0000D,D0DDD00DD,8,9,3,6,17,9,153,d17_nz9,test
mm_02908,992226383,7300416,7243665362075328,DDDDDDDDD,DD00DDD,9,7,9,5,16,14,224,d16_nz14,train
mm_02909,203200130,271267683,55121628450398790,D0DD00DD0,DDDDDDDDD,9,9,5,9,18,14,252,d18_nz14,train
mm_02910,90000,38019700,3421773000000,D0000,DD0DDD00,5,8,1,5,13,6,78,d13_nz6,train
mm_02911,943605387,72730312,68628714201390744,DDDD0DDDD,DDDD0DDD,9,8,8,7,17,15,255,d17_nz15,train
mm_02912,610177134,822584324,501922145291647416,DD0DDDDDD,DDDDDDDDD,9,9,8,9,18,17,306,d18_nz17,train
mm_02913,912879,78200601,71387686440279,DDDDDD,DDD00D0D,6,8,6,5,14,11,154,d14_nz11,train
mm_02914,45702,48673390,2224471269780,DDD0D,DDDDDDD0,5,8,4,7,13,11,143,d13_nz11,train
mm_02915,300000000,802000000,240600000000000000,D00000000,D0D000000,9,9,1,2,18,3,54,d18_nz3,train
mm_02916,7586004,89537174,679229360112696,DDDD00D,DDDDDDDD,7,8,5,8,15,13,195,d15_nz13,test
mm_02917,6793082,537888704,3653922073145728,DDDD0DD,DDDDDDD0D,7,9,6,8,16,14,224,d16_nz14,test
mm_02918,942829125,96500250,90983246269781250,DDDDDDDDD,DDD00DD0,9,8,9,5,17,14,238,d17_nz14,train
mm_02919,925894517,65616724,60754164975102308,DDDDDDDDD,DDDDDDDD,9,8,9,8,17,17,289,d17_nz17,train
mm_02920,772579266,6846968,5289825511765488,DDDDDDDDD,DDDDDDD,9,7,9,7,16,16,256,d16_nz16,test
